reporting_period,project_number,legacy_project_number,street_address,city,county,state,zip_code,incorporated_municipality,municipality_type,census_tract,nys_disadvantaged_community_status,climate_and_economic_justice_screening_tool_status,sector,program_type,solicitation,electric_utility,purchase_type,date_application_received,date_install,project_status,contractor,minority_or_women_owned_business_enterprise_mwbe,inverter_manufacturer,primary_inverter_model_number,inverter_quantity,pv_module_manufacturer,pv_module_model_number,pv_module_quantity,project_cost,total_nyserda_incentive,affordable_solar_residential_adder,affordable_multifamily_housing_incentive,community_adder,inclusive_community_solar_adder,expanded_solar_for_all_adder,brownfield_landfill_adder,canopy_adder,prevailing_wage_adder,totalnameplatekwdc,expected_kwh_annual_production,remote_net_metering,community_distributed_generation,green_jobs_green_new_york_participant,latitude,longitude,georeference
2023-11-30T00:00:00Z,226570,NA,230-59 Rockaway Blvd,Springfield Gardens,Queens,NY,11413,New York,City,36081066400,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2019-12-17T00:00:00Z,2021-09-09T00:00:00Z,Complete,"PowerFlex Solar, LLC",No,SolarEdge Technologies Ltd.,SE100KUS [480V],5,Hanwha Q CELLS,Q.PEAK DUO L-G6.2 420,1377,1199124,347004,0,0,0,0,0,0,0,0,578.34,691218,NA,Yes,No,40.65061001,-73.75666001,POINT (-73.75666001 40.65061001)
2023-11-30T00:00:00Z,237891,NA,40-11 10th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-20T00:00:00Z,2021-07-06T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,SunPower,SPR-X22-360-COM,114,106256.9,38520,0,20520,0,0,0,0,0,0,41.04,49579,NA,Yes,No,40.75668839,-73.94446694,POINT (-73.94446694 40.75668839)
2023-11-30T00:00:00Z,209769,NA,624 Howard Ave,Brooklyn,Kings,NY,11212,New York,City,36047090000,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-09-05T00:00:00Z,2022-12-09T00:00:00Z,Complete,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,"CSI Solar Co., Ltd.",CS3U-390MB-AG,118,190197,31755,0,0,0,0,0,0,7500,0,46.02,53319,NA,Yes,No,40.66678126,-73.91991695,POINT (-73.91991695 40.66678126)
2023-11-30T00:00:00Z,243304,NA,250 Seeley St,Brooklyn,Kings,NY,11218,New York,City,36047050202,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-14T00:00:00Z,2020-12-09T00:00:00Z,Complete,Kamtech Restoration Corp,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,Sunpower,SPR-X21-460-COM,76,153917,17480,0,0,0,0,0,0,0,0,34.96,40298,NA,Yes,No,40.65535684,-73.97383683,POINT (-73.97383683 40.65535684)
2023-11-30T00:00:00Z,249956,NA,40-13 10th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-23T00:00:00Z,2021-07-06T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,177,197616,63720,0,38232,0,0,0,0,0,0,63.72,70194,NA,Yes,No,40.75666513,-73.94449217,POINT (-73.94449217 40.75666513)
2023-11-30T00:00:00Z,253528,NA,600 E 179 St,Bronx,Bronx,NY,10457,New York,City,36005037300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-10T00:00:00Z,2021-12-08T00:00:00Z,Complete,"Accord Power, Inc.",Yes,SolarEdge Technologies Ltd.,SE9K [208V],5,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,190,280000,64600,0,38760,0,0,0,0,0,0,64.6,75864,NA,Yes,No,40.84774038,-73.89211501,POINT (-73.89211501 40.84774038)
2023-11-30T00:00:00Z,248727,NA,77 Garfield Pl,Brooklyn,Kings,NY,11215,New York,City,36047013300,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-06-04T00:00:00Z,2021-03-10T00:00:00Z,Complete,770 Electric Corp.,Yes,Fronius USA,Fronius Symo 10.0-3 480 [480V],1,Sunpower,SPR-P19-390-COM,24,29198.4,9360,0,4680,0,0,0,0,0,0,9.36,10789,NA,Yes,No,40.67459801,-73.98154091,POINT (-73.98154091 40.67459801)
2023-11-30T00:00:00Z,248474,NA,38 Elliot Pl,Bronx,Bronx,NY,10452,New York,City,36005022101,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,310,386518.81,67175,0,0,0,0,0,0,7500,0,119.35,145108,NA,Yes,No,40.83904209,-73.91692409,POINT (-73.91692409 40.83904209)
2023-11-30T00:00:00Z,258144,NA,221 E 18 St,Brooklyn,Kings,NY,11226,New York,City,36047051200,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-08-20T00:00:00Z,2023-02-23T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,Sunpower,SPR-X22-360-COM,131,212917,18864,0,0,0,0,0,0,0,0,47.16,54748,NA,Yes,No,40.64576374,-73.96224436,POINT (-73.96224436 40.64576374)
2023-11-30T00:00:00Z,248662,NA,1561 Sheridan Ave,Bronx,Bronx,NY,10457,New York,City,36005022500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],2,Canadian Solar Inc.,CS3U-385MB-AG,411,471801.6,86618,0,0,0,0,0,0,7500,0,158.24,194571,NA,Yes,No,40.84215448,-73.91118024,POINT (-73.91118024 40.84215448)
2023-11-30T00:00:00Z,248644,NA,1484 Sterling Pl,Brooklyn,Kings,NY,11213,New York,City,36047034900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,174,240303.58,58495,0,25000,0,0,0,0,0,0,66.99,80381,NA,Yes,No,40.67128389,-73.92955899,POINT (-73.92955899 40.67128389)
2023-11-30T00:00:00Z,243321,NA,149 Prospect Park SW,Brooklyn,Kings,NY,11218,New York,City,36047050202,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-14T00:00:00Z,2020-09-28T00:00:00Z,Complete,Kamtech Restoration Corp,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,Sunpower,SPR-X21-460-COM,79,161418,18170,0,0,0,0,0,0,0,0,36.34,41890,NA,Yes,No,40.65515053,-73.97360403,POINT (-73.97360403 40.65515053)
2023-11-30T00:00:00Z,236209,NA,2741 Sedgwick Ave,Bronx,Bronx,NY,10468,New York,City,36005027300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-26T00:00:00Z,2021-01-08T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,LG Electronics Inc.,LG340N1C-V5,87,165837,14790,0,0,0,0,0,0,0,0,29.58,36431,NA,Yes,No,40.87083222,-73.90270424,POINT (-73.90270424 40.87083222)
2023-11-30T00:00:00Z,234968,NA,1665 E 7 St,Brooklyn,Kings,NY,11230,New York,City,36047044200,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-26T00:00:00Z,2021-04-16T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,LG Electronics Inc.,LG335N1C-A5,127,148908,21273,0,0,0,0,0,0,0,0,42.54,51711,NA,Yes,No,40.61032547,-73.9663016,POINT (-73.9663016 40.61032547)
2023-11-30T00:00:00Z,236177,NA,1630 Undercliff Ave,Bronx,Bronx,NY,10453,New York,City,36005020501,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-21T00:00:00Z,2021-05-04T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,LG Electronics Inc.,LG340N1C-V5,134,218145,22780,0,0,0,0,0,0,0,0,45.56,56112,NA,Yes,No,40.84893747,-73.92199525,POINT (-73.92199525 40.84893747)
2023-11-30T00:00:00Z,252255,NA,4301 Avenue H,Brooklyn,Kings,NY,11210,New York,City,36047072600,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-10-08T00:00:00Z,2021-10-01T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Chint Power Systems America,CPS SCA60KTL-DO/US-480 [480V],3,Heliene,72M370,648,726502.4,95904,0,0,0,0,0,0,0,0,239.76,294650,NA,Yes,No,40.63256397,-73.93495346,POINT (-73.93495346 40.63256397)
2023-11-30T00:00:00Z,214388,NA,615 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-18T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,"S-Energy Co., Ltd.",SN305M-10(B),96,75077.66,29280,0,11712,0,0,0,0,0,0,29.28,30452,NA,Yes,No,40.80802232,-73.91404745,POINT (-73.91404745 40.80802232)
2023-11-30T00:00:00Z,236227,NA,2747 Sedgwick Ave,Bronx,Bronx,NY,10468,New York,City,36005027300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-26T00:00:00Z,2021-01-08T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE20KUS [480V],1,LG Electronics Inc.,LG340N1C-V5,56,119767,9520,0,0,0,0,0,0,0,0,19.04,23450,NA,Yes,No,40.87098815,-73.90263701,POINT (-73.90263701 40.87098815)
2023-11-30T00:00:00Z,228734,NA,85 Greenpoint Ave,Brooklyn,Kings,NY,11222,New York,City,36047056500,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-28T00:00:00Z,NA,Pipeline,Best Energy Power,No,SolarEdge Technologies Ltd.,SE11400H-US [240V],2,LG Electronics Inc.,LG350N1C-V5,64,106486,11200,0,0,0,0,0,0,0,0,22.4,28310,NA,Yes,No,40.73006669,-73.9568857,POINT (-73.9568857 40.73006669)
2023-11-30T00:00:00Z,248778,NA,231 5 Ave,Brooklyn,Kings,NY,11215,New York,City,36047013300,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-06-04T00:00:00Z,2021-02-11T00:00:00Z,Complete,770 Electric Corp.,Yes,Fronius USA,Fronius Symo 12.5-3 480 [480V],1,Sunpower,SPR-P19-390-COM,29,35281.4,11310,0,6786,0,0,0,0,0,0,11.31,13037,NA,Yes,No,40.67544477,-73.980962,POINT (-73.980962 40.67544477)
2023-11-30T00:00:00Z,235969,NA,116 W 176 St,Bronx,Bronx,NY,10453,New York,City,36005021501,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-21T00:00:00Z,2021-05-04T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,LG Electronics Inc.,LG340N1C-V5,40,81935,6800,0,0,0,0,0,0,0,0,13.6,16564,NA,Yes,No,40.84930896,-73.91824267,POINT (-73.91824267 40.84930896)
2023-11-30T00:00:00Z,214363,NA,283 Cypress Ave,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-12T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE9KUS [208V],3,"S-Energy Co., Ltd.",SN305M-10(B),134,99193.38,40870,0,16348,0,0,0,0,0,0,40.87,45862,NA,Yes,No,40.80683997,-73.91397598,POINT (-73.91397598 40.80683997)
2023-11-30T00:00:00Z,254256,NA,41 Vernon Blvd,Long Island City,Queens,NY,11101,New York,City,36081000100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-28T00:00:00Z,2020-12-31T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,218,216605,78480,0,47088,0,0,0,0,0,0,78.48,87750,NA,Yes,No,40.75443881,-73.9492299,POINT (-73.9492299 40.75443881)
2023-11-30T00:00:00Z,236092,NA,277 E 207 St,Bronx,Bronx,NY,10467,New York,City,36005042300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-26T00:00:00Z,2020-08-17T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],2,LG Electronics Inc.,LG340N1C-V5,197,311439,33490,0,0,0,0,0,0,0,0,66.98,83410,NA,Yes,No,40.87570146,-73.87751464,POINT (-73.87751464 40.87570146)
2023-11-30T00:00:00Z,256301,NA,40-9 12th St,Long Island City,Queens,NY,11101,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-08-10T00:00:00Z,2021-07-06T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,229,227534,82440,0,49464,0,0,0,0,0,0,82.44,92075,NA,Yes,No,40.7558896,-73.9428906,POINT (-73.9428906 40.7558896)
2023-11-30T00:00:00Z,234891,NA,419 101 St,Brooklyn,Kings,NY,11209,New York,City,36047016200,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-15T00:00:00Z,2020-12-28T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],3,LG Electronics Inc.,LG335N1C-A5,311,499486,52093,0,0,0,0,0,0,0,0,104.18,117754,NA,Yes,No,40.61187281,-74.03374392,POINT (-74.03374392 40.61187281)
2023-11-30T00:00:00Z,236186,NA,1683 University Ave,Bronx,Bronx,NY,10453,New York,City,36005021501,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-08T00:00:00Z,2021-02-04T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],2,LG Electronics Inc.,LG340N1C-V5,236,350572,40120,0,0,0,0,0,0,0,0,80.24,96628,NA,Yes,No,40.84837285,-73.91867502,POINT (-73.91867502 40.84837285)
2023-11-30T00:00:00Z,248615,NA,1060 Anderson Ave,Bronx,Bronx,NY,10452,New York,City,36005019300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,209,273138.07,47733,0,0,0,0,0,0,7500,0,80.46,99263,NA,Yes,No,40.83367808,-73.92595733,POINT (-73.92595733 40.83367808)
2023-11-30T00:00:00Z,243700,NA,526 Gulf Ave,Staten Island,Richmond,NY,10303,New York,City,36085029102,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-29T00:00:00Z,2022-10-19T00:00:00Z,Complete,"PowerFlex Solar, LLC",No,SMA America,STP 50-US-41 [480V],36,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 400,7272,3480000,1454400,0,0,0,0,0,0,0,0,2908.8,3522451,NA,Yes,No,40.62090439,-74.18593012,POINT (-74.18593012 40.62090439)
2023-11-30T00:00:00Z,214383,NA,593 E 141 St,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-18T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE9KUS [208V],3,"S-Energy Co., Ltd.",SN305M-10(B),135,99612.81,41175,0,16470,0,0,0,0,0,0,41.17,45640,NA,Yes,No,40.80835615,-73.91482086,POINT (-73.91482086 40.80835615)
2023-11-30T00:00:00Z,248505,NA,279 E 92 St,Brooklyn,Kings,NY,11212,New York,City,36047088200,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,251,312069,55818,0,0,0,0,0,0,7500,0,96.64,114635,NA,Yes,No,40.65852032,-73.92361971,POINT (-73.92361971 40.65852032)
2023-11-30T00:00:00Z,248678,NA,2555 Bainbridge Ave,Bronx,Bronx,NY,10458,New York,City,36005039901,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,144,202940.93,35220,0,0,0,0,0,0,7500,0,55.44,66639,NA,Yes,No,40.86290207,-73.89318205,POINT (-73.89318205 40.86290207)
2023-11-30T00:00:00Z,218479,NA,226 St James Pl,Brooklyn,Kings,NY,11238,New York,City,36047020100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-10-31T00:00:00Z,2020-01-17T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB7.0-1SP-US-40 [208V],2,LG Electronics Inc.,LG365Q1C-A5,37,88353.8,12155,0,0,0,0,0,0,4051.5,0,13.51,15524,NA,Yes,No,40.68355719,-73.96395494,POINT (-73.96395494 40.68355719)
2023-11-30T00:00:00Z,243717,NA,586 Gulf Ave,Staten Island,Richmond,NY,10314,New York,City,36085029102,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-29T00:00:00Z,NA,Pipeline,"PowerFlex Solar, LLC",No,SMA America,STP 50-US-41 [480V],60,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 400,12852,5982215.36,2570400,0,0,0,0,0,0,0,0,5140.8,6294492,NA,Yes,No,40.61585389,-74.18375318,POINT (-74.18375318 40.61585389)
2023-11-30T00:00:00Z,236196,NA,10 St Nicholas Ter,New York,New York,NY,10027,New York,City,36061021303,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-18T00:00:00Z,2022-08-04T00:00:00Z,Complete,American Solar Partners,No,SolarEdge Technologies Ltd.,SE6000 [208V],3,Hanwha Q CELLS,Q.PEAK DUO-G7 325,56,105025,18200,0,9100,0,0,0,0,0,0,18.2,20474,NA,Yes,No,40.81275546,-73.95176759,POINT (-73.95176759 40.81275546)
2023-11-30T00:00:00Z,236097,NA,390 E 153 St,Bronx,Bronx,NY,10455,New York,City,36005006700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-26T00:00:00Z,2021-01-08T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],2,LG Electronics Inc.,LG340N1C-V5,147,230200,24990,0,0,0,0,0,0,0,0,49.98,58820,NA,Yes,No,40.81887509,-73.91682061,POINT (-73.91682061 40.81887509)
2023-11-30T00:00:00Z,248633,NA,1470 Sterling Pl,Brooklyn,Kings,NY,11213,New York,City,36047034900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,232,292543.48,69660,0,25000,0,0,0,0,0,0,89.32,107175,NA,Yes,No,40.67130899,-73.92985204,POINT (-73.92985204 40.67130899)
2023-11-30T00:00:00Z,237847,NA,40-9 10th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-15T00:00:00Z,2021-04-21T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,SunPower,SPR-X22-360-COM,113,124196.36,43200,0,20340,0,0,0,0,0,0,40.68,48579,NA,Yes,No,40.75671166,-73.94444172,POINT (-73.94444172 40.75671166)
2023-11-30T00:00:00Z,234737,NA,1005 Walton Ave,Bronx,Bronx,NY,10452,New York,City,36005019500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-21T00:00:00Z,2020-11-19T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,LG Electronics Inc.,LG340N1C-V5,113,134470,19210,0,0,0,0,0,0,0,0,38.42,46793,NA,Yes,No,40.830474,-73.92229857,POINT (-73.92229857 40.830474)
2023-11-30T00:00:00Z,247849,NA,363 W 17 St,New York,New York,NY,10011,New York,City,36061008300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,75,126183.76,21938,0,0,0,0,0,0,7500,0,28.88,0,NA,Yes,No,40.74281604,-74.00359815,POINT (-74.00359815 40.74281604)
2023-11-30T00:00:00Z,214377,NA,348 Beekman Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-18T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,"S-Energy Co., Ltd.",SN305M-10(B),128,77427.28,39040,0,15616,0,0,0,0,0,0,39.04,41137,NA,Yes,No,40.80885023,-73.91367041,POINT (-73.91367041 40.80885023)
2023-11-30T00:00:00Z,248671,NA,1806 Amsterdam Ave,New York,New York,NY,10031,New York,City,36061023300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-02T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,73,116803.34,28105,0,14052,0,0,0,0,0,0,28.1,34671,NA,Yes,No,40.8281292,-73.94570685,POINT (-73.94570685 40.8281292)
2023-11-30T00:00:00Z,234789,NA,55 92 St,Brooklyn,Kings,NY,11209,New York,City,36047005201,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-02-14T00:00:00Z,2020-11-20T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE30KUS [480V],1,LG Electronics Inc.,LG335N1C-A5,90,162178,15075,0,0,0,0,0,0,0,0,30.15,36511,NA,Yes,No,40.62089302,-74.03894002,POINT (-74.03894002 40.62089302)
2023-11-30T00:00:00Z,249957,NA,41-5 10th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-23T00:00:00Z,2021-02-16T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,162,189888,58320,0,34992,0,0,0,0,0,0,58.32,65560,NA,Yes,No,40.75553634,-73.94570695,POINT (-73.94570695 40.75553634)
2023-11-30T00:00:00Z,248749,NA,172 5 Ave,Brooklyn,Kings,NY,11217,New York,City,36047013100,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-06-04T00:00:00Z,2021-02-11T00:00:00Z,Complete,770 Electric Corp.,Yes,Fronius USA,Fronius Symo 10.0-3 480 [480V],1,Sunpower,SPR-P19-390-COM,23,27981.8,8970,0,4485,0,0,0,0,0,0,8.97,10838,NA,Yes,No,40.67754482,-73.9798516,POINT (-73.9798516 40.67754482)
2023-11-30T00:00:00Z,222454,NA,15 Stratford Rd,Brooklyn,Kings,NY,11218,New York,City,36047050600,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-03T00:00:00Z,2020-11-06T00:00:00Z,Complete,"Solar Energy Systems, LLC",No,SMA America,STP24000TL-US-10 [480V],1,Sunpower,SPR-X22-360-COM,96,115084.8,34560,0,13824,0,0,0,0,0,0,34.56,37338,NA,Yes,No,40.64850412,-73.96947066,POINT (-73.96947066 40.64850412)
2023-11-30T00:00:00Z,240651,NA,2101 Creston Ave,Bronx,Bronx,NY,10453,New York,City,36005024100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-03-31T00:00:00Z,2021-04-21T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE9K [208V],2,Sunpower,SPR-X22-360-COM,179,304747,57220,0,25000,0,0,0,0,0,0,64.44,74956,NA,Yes,No,40.85464515,-73.90325434,POINT (-73.90325434 40.85464515)
