bin,address,heightroof,zonedist1,ratio_residfar,histdist,ElcPrd_MWh,ownername,zipcode,bct2020,agent_name,head_name,officer_name,manager_name,owner_add,agent_add,head_add,officer_add,owner_cat,r_bldgtype,residential,bbl,f_lowroof,f_mzone,f_lowres,f_hd,f_mulbldg,f_disad,f_ll97,f_solrad,f_nys_dac,elcprd_MWh,index
3057552,525 CLINTON AVENUE,77.76014686,R6A,1.4466666666666665,NA,8.16570421093,NA,11238,3019900,MOSES BERKOVICS,MOSES BERKOVICS,MOSES BERKOVICS,MOSES BERKOVICS,101 BROADWAY 5 Brooklyn NY 11211,101 BROADWAY 5 Brooklyn NY 11211,101 BROADWAY 5 Brooklyn NY 11211,101 BROADWAY 5 Brooklyn NY 11211,Unknown (likely private),not residential,0,3020117501,0,0,1,0,0,0,2,0,1,8.16570421093,4
3412435,AVENUE X,24.28,C8-1,NA,NA,121.427814031,NYC TRANSIT AUTHORITY,11223,3030800,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3072080040,2,0,0,0,2,1,0,1,1,121.427814031,7
3130012,1840 52 STREET,48.7,R5,2.16,NA,85.3630955551,BOROUGH PARK TOWNHOUSE CONDO A,11204,3047200,ELIEZER SPIRA,SARAH GOLDSTEIN,ELIEZER SPIRA,ELIEZER SPIRA,5318 NEW UTRECHT AVENUE  BROOKLYN NY 11219,5318 NEW UTRECHT AVE  BROOKLYN NY 11219,5318 NEW UTRECHT AVE  BROOKLYN NY 11219,5318 NEW UTRECHT AVENUE  BROOKLYN NY 11219,Unknown (likely private),condo,1,3054747502,0,0,1,0,0,1,0,0,0,85.3630955551,2
3000458,508 FULTON STREET,61.45614636,C6-4,0.445,NA,100.91446557,THE PAMELA S. LOW REVOCABLE TRUST OF 201 5,11201,3003700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001600018,0,0,0,0,0,0,2,1,0,100.91446557,3
3057918,61 LITTLE STREET,42.86,M3-1,NA,NA,502.340633069,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,11201,3054300,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3020230125,0,1,0,0,0,0,0,2,1,502.340633069,4
3338271,PORTER AVENUE,46.524016,M3-1,NA,NA,96.1271127894,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,0,1,0,0,2,1,0,0,1,96.1271127894,5
3326464,619 HOWARD AVENUE,36.0,R6,0.6625514403292181,NA,166.788396519,NYC PACT PRESERVATION PARTNERS LLC,11212,3090000,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3035120021,0,0,1,0,1,1,2,1,1,166.788396519,7
3397654,1740 WEST 4 STREET,78.0,R7A,1.0075,NA,66.3446581403,NA,11223,3042400,SEMYON LEVIN,RACHEL RIBACOFF,SANDLY LAM,SEMYON LEVIN,104 AVENUE O  Brooklyn NY 11204,104 AVENUE O  Brooklyn NY 11204,1740 WEST 4 STREET 6F Brooklyn NY 11223,1740 WEST 4 STREET 7C Brooklyn NY 11223,Unknown (likely private),not residential,0,3066527501,0,0,0,0,0,1,2,0,0,66.3446581403,3
3412539,2661 OCEAN PARKWAY,35.0,R4,3.1733333333333333,NA,214.44873226,NYC HEALTH AND HOSPITALS CORPORATION,11235,3037000,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3072390001,0,0,1,0,2,1,2,1,0,214.44873226,7
3070943,48 SCHOLES STREET,82.06,R6,0,NA,232.531002268,VERIZON NEW YORK INC,11206,3051100,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3030410001,0,0,1,0,0,1,0,1,1,232.531002268,4
3335167,652 KENT AVENUE,48.0,M3-1,Inf,Individual Landmark,116.071410677,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11251,3054300,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3020230001,0,1,0,0,2,0,2,1,1,116.071410677,7
3394371,380 NEPTUNE AVENUE,72.30919741,R6,1.6090534979423867,NA,61.0629435117,NA,11235,3036400,CLARA SOKOL,ABRAHAM LOKSHIN,NAUM LOKSHIN,VERONICA SUPER,153 EAST 3RD STREET  NEW YORK NY 10009,153 EAST 3RD STREET  NEW YORK NY 10009,153 EAST 3RD STREET  NEW YORK NY 10009,153 EAST 3RD STREET  NEW YORK NY 10009,Unknown (likely private),not residential,0,3086617502,0,0,1,0,0,1,2,0,1,61.0629435117,5
3204772,3021 KNAPP STREET,62.38775406,M1-1,NA,NA,492.799877663,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,11235,3062600,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3074520001,0,1,0,0,2,1,0,2,1,492.799877663,7
3339298,NA,15.78890606,M2-1,NA,NA,176.71650642,NYC AGENCY PROPERTIES,11235,3062800,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3088370001,2,1,0,0,2,0,0,1,0,176.71650642,6
3338265,PORTER AVENUE,28.24,M3-1,NA,NA,995.851833661,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,2,1,0,0,2,1,0,3,1,995.851833661,10
3338255,PORTER AVENUE,20.87155996,M3-1,NA,NA,122.877358839,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,2,1,0,0,2,1,0,1,1,122.877358839,8
3000197,200 NASSAU STREET,26.46290083,R6,1.213991769547325,NA,120.191439264,ONE DUFFIELD LLC,11201,3001501,TOM ROSENBERG,TOM ROSENBERG,NA,NA,185 MARCY AVE  Brooklyn NY 11211,185 MARCY AVE 31A Brooklyn NY 11211,185 MARCY AVE 31A Brooklyn NY 11211,NA,Unknown (likely private),multiple unit,1,3001090001,2,0,1,0,0,0,2,1,1,120.191439264,7
3001727,79 CLARK STREET,297.91005109,R8,0.9285714285714286,NA,253.028505114,CADMAN TOWERS INC,11201,3000100,MICHAEL DENKER,TOBA POTOSKY,CHRISTINA FORBES,NA,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,Tax-exempt property,coop,1,3002320001,2,0,0,0,1,0,2,1,0,253.028505114,6
3001479,29 COLUMBIA HEIGHTS,143.37438865,M2-1,Inf,NA,150.694966506,"25-30 COLUMBIA HEIGHTS BROOKLYN, LLC",11201,3000100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3002040001,2,1,0,0,1,0,2,1,0,150.694966506,7
3000338,57 WILLOUGHBY STREET,79.87201687,C6-4.5,0.633,NA,135.225278068,57 WILL PROPERTY LLC,11201,3001100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001470036,0,0,0,0,0,0,2,1,0,135.225278068,3
3098055,506 WORTMAN AVENUE,30.09924836,M1-1,Inf,NA,90.7432007675,ULTRA FLEX PACKAGINGCORP,11208,3107800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3044070001,0,1,0,0,0,0,0,0,1,90.7432007675,2
3393300,4100 1 AVENUE,65.0,M3-1,Inf,NA,560.551790557,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11232,3001803,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3007150001,0,1,0,0,2,0,2,2,1,560.551790557,8
3378172,269 37 STREET,36.0,M3-1,Inf,NA,1602.51986414,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11232,3001802,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3006620001,0,1,0,0,2,0,2,4,1,1602.51986414,10
3407319,719 EAST 24 STREET,50.0,R4A,1.0266666666666666,NA,131.768204282,NYC DEPARTMENT OF EDUCATION,11210,3077200,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3075520054,0,0,1,0,1,0,2,1,0,131.768204282,5
3000171,77 SANDS STREET,182.00220246,M1-6,Inf,NA,56.9114375071,RFR/K 77 SANDS OWNER LLC,11201,3001300,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3000770001,2,1,0,0,0,0,2,0,1,56.9114375071,6
3000241,14 PRINCE STREET,92.78340499,C6-2,1.382059800664452,NA,99.2519034098,NA,11201,3001501,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001220032,0,0,0,0,0,0,2,0,1,99.2519034098,3
3331745,315 JAY STREET,73.02288955,C6-4,0.231,NA,48.3469113048,NEW YORK UNIVERSITY,11201,3001100,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3001420050,0,0,0,0,1,0,2,0,0,48.3469113048,3
3000178,175 PEARL STREET,95.90717792,M1-6/R10,0.8720000000000001,NA,95.0797652497,MAPLE 3P KRL 175 PEARL OWNER LLC,11201,3001300,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3000870005,0,1,0,0,0,0,2,0,1,95.0797652497,4
3343273,LINCOLN AVENUE,21.99,R6,0,NA,485.80080731,NYC TRANSIT AUTHORITY,11208,3120802,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3042710060,2,0,1,0,1,1,0,2,1,485.80080731,8
3002556,77 LIVINGSTON STREET,167.74059306,C5-2A,1.049,NA,53.91625831,85 LIVINGSTON TENANTS CORP,11201,3000900,JARED ZELINZELIN,JARED ZELIN,CHRISTOPHER ALKER,NA,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,Unknown (likely private),coop,1,3002660012,2,0,0,0,0,0,2,0,0,53.91625831,4
3319505,4 METROTECH CENTER,378.66215176,C6-4,1.3900000000000001,NA,175.464695816,"JPMORGAN CHASE BANK, N.A.,",11201,3001502,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",not residential,0,3020590001,0,0,0,0,0,0,2,1,1,175.464695816,4
3329431,265 GOLD STREET,161.46881726,C6-2,2.1295681063122927,NA,77.0876285275,"PS NORTHEAST, LLC",11201,3001501,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001220010,2,0,0,0,0,0,2,0,1,77.0876285275,5
3343250,LINCOLN AVENUE,198.54415049,R6,0,NA,191.597233005,LINDEN PLAZA HOUSING CO. INC.,11208,3120802,CANDICE BLAIR,ALAN SULLIVAN,ROBERT VACCARELLO,CANDICE BLAIR,820 ELMONT RD  ELMONT NY 11003,1619 THIRD AVENUE  New York NY 10128,820 ELMONT RD  ELMONT NY 11003,1619 THIRD AVENUE  New York NY 10128,Tax-exempt property,not residential,0,3042710001,2,0,1,0,2,1,0,1,1,191.597233005,8
3058223,339 BRIDGE STREET,161.15882673,C6-1A,3.8353909465020575,NA,179.332334576,NEW YORK UNIVERSITY,11201,3001502,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3020580017,2,0,0,0,1,0,2,1,1,179.332334576,7
3319418,351 JAY STREET,370.27125989,C6-1A,5.761316872427983,NA,104.286339842,"FOREST CITY JAY STREET ASSOCIATES,",11201,3001100,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3001470004,0,0,0,0,0,0,2,1,0,104.286339842,3
3000131,61 ADAMS STREET,73.34392863,M1-5/R9-1,1.9644444444444444,NA,80.6742744562,69 ADAMS LLC,11201,3002100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),multiple unit,1,3000520004,0,1,0,0,0,0,2,0,0,80.6742744562,3
3000161,55 PROSPECT STREET,149.8170442,M1-6,Inf,NA,132.200740633,RFR/K 55 PROSPECT OWNER LLC,11201,3002100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3000630001,2,1,0,0,0,0,2,1,0,132.200740633,6
3319420,10 CLINTON STREET,130.91596171,R8,0.7009966777408638,NA,205.107548356,CADMAN TOWERS INC,11201,3000502,MICHAEL DENKER,TOBA POTOSKY,CHRISTINA FORBES,NA,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,575 FIFTH AVENUE 9TH FL New York NY 10017,Tax-exempt property,coop,1,3002380035,2,0,0,0,1,0,2,1,0,205.107548356,6
3396901,257 GOLD STREET,152.35507188,C6-2,1.3588039867109636,NA,72.1988220354,"BROOKLYN GOLD SPE LLC,",11201,3001501,DAVID SANI,KEVIN LALEZARIAN,DAVID SANI,DOLAN PEREZ,1999 MARCUS AVENUE 310 LAKE SUCCESS NY 11042,155 WEST 21 STREET 17C New York NY 10011,1999 MARCUS AVENUE 310 LAKE SUCCESS NY 11042,155 WEST 21 STREET 17C NEW YORK NY 10011,Unknown (likely private),multiple unit,1,3001220013,2,0,0,0,2,0,2,0,1,72.1988220354,7
3332194,1110 ATLANTIC AVENUE,50.56,M1-1,NA,NA,143.261333936,NYC TRANSIT AUTHORITY,11238,3030500,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3011260032,0,1,0,0,1,0,0,1,0,143.261333936,3
3412482,AVENUE X,22.73718932,C8-1,NA,NA,250.749565411,NYC TRANSIT AUTHORITY,11223,3030800,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3072080037,2,0,0,0,1,1,0,1,1,250.749565411,6
3343259,LINCOLN AVENUE,198.85336354,R6,0,NA,194.503640288,LINDEN PLAZA HOUSING CO. INC.,11208,3120802,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3042710001,2,0,1,0,2,1,0,1,1,194.503640288,8
3405299,1629 BUSHWICK AVENUE,24.29,R3-2,0,NA,228.403457896,CEMETERY OF THE EVERGREENS,11207,3040700,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3034750001,2,0,1,0,2,0,0,1,1,228.403457896,7
3412484,AVENUE X,20.76,C8-1,NA,NA,108.581106565,NYC TRANSIT AUTHORITY,11235,3059402,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3072080280,2,0,0,0,0,1,0,1,0,108.581106565,4
3003016,340 HENRY STREET,90.05,R6,1.3127572016460904,NA,382.449556953,"DOWNSTATE AT LICH HOLDING COMPANY, INC.",11201,3004900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3002900013,0,0,1,0,0,0,2,2,0,382.449556953,5
3393088,5 AVENUE,25.87287534,R6B,0,NA,277.237861873,CON EDISON CO OF NY,11232,3014500,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3009010003,2,0,1,0,0,0,0,1,1,277.237861873,5
3339242,5300 1 AVENUE,39.1,M3-1,NA,NA,403.957239104,"ASTORIA GENERATING COMPANY ACQUISITIONS,  L.L.C.",11232,3001803,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3008030010,0,1,0,0,0,0,0,2,1,403.957239104,4
3157780,7101 16 AVENUE,75.36,R5,0,NA,90.4515485558,NEW YORK TELEPHONE CO,11204,3026200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3061810008,0,0,1,0,0,1,0,0,0,90.4515485558,2
3339304,347 74TH STREET,41.73,R5B,2.311111111111111,NA,155.182651916,THE ROMAN CATHOLIC CHURCH OF OUR LADY OF  THE,11209,3006600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3059180060,0,0,1,0,2,0,0,1,0,155.182651916,4
3180577,1101 AVENUE M,14.53,R7A,0.4625,NA,130.808575905,1101 AVE M LH LLC,11230,3076800,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3067317501,2,0,0,0,0,1,0,1,0,130.808575905,4
3335261,121 NORTH PORTLAND AVE,158.0,R6,0.5843621399176954,NA,53.7499621056,NYC HOUSING AUTHORITY,11205,3018501,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3020410001,2,0,1,0,2,1,2,0,1,53.7499621056,9
3326157,1100 FLUSHING AVENUE,21.0,M1-1,Inf,NA,209.5769721,1501 N Y INTERNAT'LLTD,11237,3042700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3031590021,2,1,0,0,0,1,0,1,1,209.5769721,6
3038027,358 TROY AVENUE,57.23,R4,0,NA,260.346125331,NEW YORK TELEPHONE CO,11213,3033300,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3014120035,0,0,1,0,0,1,0,1,0,260.346125331,3
3061729,70 NORTH 9 STREET,71.0,M1-2/R6A,1.8666666666666665,NA,60.3498524384,WYTHE AVENUE PROPERTIES LLC,11249,3055700,MICHAEL CHRISTOPHER,GINA ARGENTO,NA,RUBEN BOND,128 WYTHE AVE  BROOKLYN NY 11222,PO BOX 6455  Astoria NY 11106,203 MESEROLE AVENUE  Brooklyn NY 11222,NA,Unknown (likely private),multiple unit,1,3023090017,0,1,0,0,1,0,2,0,1,60.3498524384,5
3397906,255 NORTH 7 STREET,82.0,M1-2/R6A,1.67,NA,55.6357299343,247 N 7TH ST LLC,11211,3051900,DEBORAH KASNER,JOHN MCCARTHY,NA,NA,579 5TH AVE 4 New York NY 10017,579 FIFTH AVENUE  NEW YORK NY 10017,579 5TH AVE 4 New York NY 10017,NA,Unknown (likely private),multiple unit,1,3023220028,0,1,0,0,1,0,2,0,0,55.6357299343,4
3424486,97 BOERUM PLACE,32.0,R6A,1.0166666666666666,NA,178.486606594,BOERUM PLACE LLC,11201,3004300,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3001810001,0,0,1,0,0,0,2,1,0,178.486606594,4
3183162,1900 QUENTIN ROAD,64.32,R7A,0.7675,NA,224.426049121,1900 QUENTIN OWNEERS CORP,11229,3055000,HERSHY EISSENBERG,HERSHY EISSENBERG,NA,GAZMIR XHAKOLLARI,5614 15 AVENUE 1A BROOKLYN NY 11219,5614 15 AVENUE 1A BROOKLYN NY 11219,5614 15TH AVE 1A BROOKLYN NY 11219,NA,Unknown (likely private),coop,1,3068020001,0,0,0,0,0,0,2,1,0,224.426049121,3
3330116,171 LOMBARDY STREET,30.05,M3-1,Inf,NA,145.565657976,20 REWE ST LTD,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3028210001,0,1,0,0,2,1,0,1,1,145.565657976,6
3062368,193 BERRY STREET,37.83957843,M1-2/R6B,1.295,NA,177.123708271,CAB BEDFORD LLC,11249,3055300,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3023510006,0,1,0,0,2,0,2,1,0,177.123708271,6
3202142,2313 EAST 19 STREET,17.27,R4,1.32,NA,192.427995222,SOR-SAN REALTY CORP,11229,3059200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3074040071,2,0,1,0,1,1,0,1,1,192.427995222,7
3406398,1605 AVENUE K,40.1,R5,0.032,NA,85.9743761802,NYC DEPARTMENT OF EDUCATION,11230,3053200,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3067260087,0,0,1,0,1,1,0,0,0,85.9743761802,3
3412351,NA,30.39437953,M2-1,NA,NA,316.484590086,NYC AGENCY PROPERTIES,11235,3062800,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3088370001,0,1,0,0,2,0,0,1,0,316.484590086,4
3345658,1 AVENUE,37.86,M3-1,NA,NA,193.668401005,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11232,3001803,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3007250100,0,1,0,0,1,0,0,1,1,193.668401005,4
3412857,610 SURF AVENUE,NA,PARK,Inf,NA,179.486453142,NYC DEPARTMENT OF PARKS AND RECREATION,11224,3035200,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3086980001,0,0,0,0,2,1,2,1,1,179.486453142,7
3335097,547 CLINTON AVENUE,97.74113352,R6A,0,NA,78.0510283377,VERIZON NEW YORK INC,11238,3019900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3020110001,0,0,1,0,0,0,0,0,1,78.0510283377,2
3414138,285 JAY STREET,NA,C6-4,0.44000000000000006,NA,269.870796324,NYC DEPARTMENT OF EDUCATION,11201,3001300,NA,NA,NA,NA,NA,NA,NA,NA,Mixed city & private,not residential,0,3001310001,0,0,0,0,2,0,2,1,1,269.870796324,6
3088349,2940 ATLANTIC AVENUE,34.07,C8-2,NA,NA,90.8817028848,CONS EDISON,11207,3117000,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3039680005,0,0,0,0,0,1,0,0,1,90.8817028848,2
3338261,PORTER AVENUE,24.08,M3-1,NA,NA,652.840418167,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,2,1,0,0,2,1,0,2,1,652.840418167,9
3395989,323 3 AVENUE,33.52239057,M1-2,NA,NA,561.918118421,CONS EDISON,11215,3011901,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3009680001,0,1,0,0,2,0,0,2,1,561.918118421,6
3337434,8424 DITMAS AVENUE,43.48,M1-1,NA,NA,176.999594799,BKLYN UNION GAS,11236,3096000,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3079200096,0,1,0,0,2,0,0,1,0,176.999594799,4
3338249,PORTER AVENUE,19.12,M3-1,NA,NA,472.491820303,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,2,1,0,0,2,1,0,2,1,472.491820303,9
3149780,7713 3 AVENUE,69.23,R6B,0,NA,137.972129868,NEW YORK TELEPHONE CO,11209,3006400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3059600007,0,0,1,0,0,0,0,1,0,137.972129868,2
3410657,9 AVENUE,18.65,M1-2,NA,NA,119.332709625,NYC TRANSIT AUTHORITY,11219,3011000,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3055810046,2,1,0,0,0,1,0,1,0,119.332709625,5
3338243,PORTER AVENUE,31.82,M3-1,NA,NA,62.2018742171,BROOKLYN UNION GAS COMPANY,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3028370001,0,1,0,0,2,1,0,0,1,62.2018742171,5
3402644,741 ELTON STREET,50.30132182,C8-1,NA,NA,461.991256473,NYC TRANSIT AUTHORITY,11208,3111600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3043370001,0,0,0,0,1,1,0,2,1,461.991256473,5
3326592,170 RIVERDALE AVENUE,34.62614882,R6,0.6049382716049382,NA,107.740165575,"HP MARCUS GARVEY PRESERVATION HOUSING CO MPANY, INC",11212,3091600,CATHERINE SMALLING,HERMINIO TORRES,NA,JOSEPH ELMORE,1735 PARK AVE 300 New York NY 10035,353 CHESTER STREET MGMT O Brooklyn NY 11212,1735 PARK AVE 300 New York NY 10035,NA,Tax-exempt property,multiple unit,1,3036010026,0,0,1,0,2,1,2,1,1,107.740165575,8
3257058,6224 2 AVENUE,20.18,M2-1,Inf,NA,442.545956493,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11220,3001804,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3057780001,2,1,0,0,2,0,2,2,1,442.545956493,10
3399579,533 PARK AVENUE,22.03,M1-2,Inf,NA,150.796689752,525 PARK LLC,11205,3123700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3017160061,2,1,0,0,0,1,0,1,1,150.796689752,6
3189543,2945 WEST 23 STREET,149.97,R6,0.7325102880658436,NA,71.8312502521,NYC HOUSING AUTHORITY,11224,3032600,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3070570012,2,0,1,0,1,1,2,0,1,71.8312502521,8
3070588,573 JOHNSON AVENUE,13.72,M3-1,Inf,NA,198.577665498,"RCGT 2988-37, LLC",11237,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3029880037,2,1,0,0,0,1,0,1,1,198.577665498,6
3330862,1883 EASTERN PARKWAY,14.00784361,R5,1.48,NA,109.204312698,URBAN STRATEGIES/BROOKDALE FAMILY CARE C ENTER INC,11233,3036900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3015700031,2,0,1,0,0,1,2,1,1,109.204312698,8
3336548,2966 WEST 28 STREET,23.03,R6,1.9588477366255141,NA,98.9944633771,NEW SEA PARK EAST HOUSING DEVELOPMENT FU ND,11224,3034200,NA,NA,NA,NA,NA,NA,NA,NA,Private,multiple unit,1,3070520034,2,0,1,0,2,1,2,0,1,98.9944633771,9
3143830,6117 6 AVENUE,13.27,M1-1,Inf,NA,141.866628739,LOOKYEE CORP,11220,3011800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3057930001,2,1,0,0,0,1,0,1,0,141.866628739,5
3085086,650 LIVONIA AVENUE,25.83,R6,0.6954732510288065,NA,92.2282721183,GRACE BAPTIST CHURCH,11207,3112600,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3038240021,2,0,1,0,0,1,0,0,1,92.2282721183,5
3069705,518 GARDNER AVENUE,24.25,M3-1,Inf,NA,205.19845186,VV HOLDINGS LLC,11222,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3028150003,2,1,0,0,0,1,0,1,1,205.19845186,6
3327432,1962 LINDEN BOULEVARD,18.34,R5,0.52,NA,152.13475941,BETHLEHEM BAPTIST CHURCH,11207,3110400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3043480001,2,0,1,0,2,1,2,1,1,152.13475941,10
3119525,543 EAST 21 STREET,67.1,R7A,1.015,NA,67.7491798899,543 EQUITIES LLC,11226,3051602,CARL ZEKARIA,ALAN SHAMAH,CARL ZEKARIA,CARL ZEKARIA,505 THORNALL STREET 403 EDISON NJ 08837,1901 DORCHESTER ROAD B2 BROOKLYN NY 11226,505 THORNALL STREET 403 EDISON NJ 08837,505 THORNALL STREET 403 EDISON NJ 08837,Unknown (likely private),multiple unit,1,3051850064,0,0,0,0,0,0,2,0,1,67.7491798899,3
3117370,26 SNYDER AVENUE,16.89,C4-4A,0.2475,NA,126.554959632,"ROFFE PROPERTIES,",11226,3079400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3051090020,2,0,0,0,0,1,0,1,1,126.554959632,5
3039138,1760 EASTERN PARKWAY,20.82,M1-1,Inf,NA,174.597052048,1760 EASTERN LLC,11233,3036502,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3014550024,2,1,0,0,1,1,0,1,1,174.597052048,7
3207478,1535 OCEAN AVENUE,45.37,R7A,0.7,NA,97.6599075002,1535 OCEAN LLC,11230,3076200,EDDIE LJESNJANIN,EDDIE LJESNJANIN,NA,EDDIE LJESNJANIN,222 LENOX ROAD LA BROOKLYN NY 11226,222 LENOX ROAD LA Brooklyn NY 11226,222 LENOX ROAD LA BROOKLYN NY 11226,NA,Unknown (likely private),multiple unit,1,3076020022,0,0,0,0,0,1,2,0,0,97.6599075002,3
